sentence,class
If Xena lives in Brahmapuri then Xena lives in Maharashtra and If Xena lives in Brahmapuri then Xena lives in India,2
If Xena lives in Brahmapuri then Xena lives in Maharashtra or If Xena lives in Brahmapuri then Xena lives in India,3
If Xena lives in Brahmapuri then Xena lives in India and If Xena lives in Maharashtra then Xena lives in India,4
If Xena lives in Brahmapuri then Xena lives in Asia and If Xena lives in Maharashtra then Xena lives in Asia,4
If Xena lives in Brahmapuri then Xena lives in India or If Xena lives in Maharashtra then Xena lives in India,5
If Xena lives in Brahmapuri then Xena lives in Asia or If Xena lives in Maharashtra then Xena lives in Asia,5
If Tina lives in Breach Candy then Tina lives in Maharashtra,1
If Tina lives in Breach Candy then Tina lives in India,1
If Tina lives in Breach Candy then Tina lives in Asia,1
If Tina lives in Maharashtra then Tina lives in India,1
If Tina lives in Maharashtra then Tina lives in Asia,1
If Tina lives in India then Tina lives in Asia,1
If Tina lives in Breach Candy then Tina lives in Maharashtra and If Tina lives in Breach Candy then Tina lives in India,2
If Tina lives in Breach Candy then Tina lives in Maharashtra or If Tina lives in Breach Candy then Tina lives in India,3
If Tina lives in Breach Candy then Tina lives in India and If Tina lives in Maharashtra then Tina lives in India,4
If Tina lives in Breach Candy then Tina lives in Asia and If Tina lives in Maharashtra then Tina lives in Asia,4
If Tina lives in Breach Candy then Tina lives in India or If Tina lives in Maharashtra then Tina lives in India,5
If Tina lives in Breach Candy then Tina lives in Asia or If Tina lives in Maharashtra then Tina lives in Asia,5
If Xena lives in Buldana then Xena lives in Maharashtra,1
If Xena lives in Buldana then Xena lives in India,1
If Xena lives in Buldana then Xena lives in Asia,1
If Xena lives in Maharashtra then Xena lives in India,1
If Xena lives in Maharashtra then Xena lives in Asia,1
If Xena lives in India then Xena lives in Asia,1
If Xena lives in Buldana then Xena lives in Maharashtra and If Xena lives in Buldana then Xena lives in India,2
If Xena lives in Buldana then Xena lives in Maharashtra or If Xena lives in Buldana then Xena lives in India,3
If Xena lives in Buldana then Xena lives in India and If Xena lives in Maharashtra then Xena lives in India,4
If Xena lives in Buldana then Xena lives in Asia and If Xena lives in Maharashtra then Xena lives in Asia,4
If Xena lives in Buldana then Xena lives in India or If Xena lives in Maharashtra then Xena lives in India,5
If Xena lives in Buldana then Xena lives in Asia or If Xena lives in Maharashtra then Xena lives in Asia,5
If Diana lives in Byculla then Diana lives in Maharashtra,1
If Diana lives in Byculla then Diana lives in India,1
If Diana lives in Byculla then Diana lives in Asia,1
If Diana lives in Maharashtra then Diana lives in India,1
If Diana lives in Maharashtra then Diana lives in Asia,1
If Diana lives in India then Diana lives in Asia,1
If Diana lives in Byculla then Diana lives in Maharashtra and If Diana lives in Byculla then Diana lives in India,2
If Diana lives in Byculla then Diana lives in Maharashtra or If Diana lives in Byculla then Diana lives in India,3
If Diana lives in Byculla then Diana lives in India and If Diana lives in Maharashtra then Diana lives in India,4
If Diana lives in Byculla then Diana lives in Asia and If Diana lives in Maharashtra then Diana lives in Asia,4
If Diana lives in Byculla then Diana lives in India or If Diana lives in Maharashtra then Diana lives in India,5
If Diana lives in Byculla then Diana lives in Asia or If Diana lives in Maharashtra then Diana lives in Asia,5
If Quincy lives in Chakan then Quincy lives in Maharashtra,1
If Quincy lives in Chakan then Quincy lives in India,1
If Quincy lives in Chakan then Quincy lives in Asia,1
If Quincy lives in Maharashtra then Quincy lives in India,1
If Quincy lives in Maharashtra then Quincy lives in Asia,1
If Quincy lives in India then Quincy lives in Asia,1
If Quincy lives in Chakan then Quincy lives in Maharashtra and If Quincy lives in Chakan then Quincy lives in India,2
If Quincy lives in Chakan then Quincy lives in Maharashtra or If Quincy lives in Chakan then Quincy lives in India,3
If Quincy lives in Chakan then Quincy lives in India and If Quincy lives in Maharashtra then Quincy lives in India,4
If Quincy lives in Chakan then Quincy lives in Asia and If Quincy lives in Maharashtra then Quincy lives in Asia,4
If Quincy lives in Chakan then Quincy lives in India or If Quincy lives in Maharashtra then Quincy lives in India,5
If Quincy lives in Chakan then Quincy lives in Asia or If Quincy lives in Maharashtra then Quincy lives in Asia,5
If Mason lives in Chakur then Mason lives in Maharashtra,1
If Mason lives in Chakur then Mason lives in India,1
If Mason lives in Chakur then Mason lives in Asia,1
If Mason lives in Maharashtra then Mason lives in India,1
If Mason lives in Maharashtra then Mason lives in Asia,1
If Mason lives in India then Mason lives in Asia,1
If Mason lives in Chakur then Mason lives in Maharashtra and If Mason lives in Chakur then Mason lives in India,2
If Mason lives in Chakur then Mason lives in Maharashtra or If Mason lives in Chakur then Mason lives in India,3
If Mason lives in Chakur then Mason lives in India and If Mason lives in Maharashtra then Mason lives in India,4
If Mason lives in Chakur then Mason lives in Asia and If Mason lives in Maharashtra then Mason lives in Asia,4
If Mason lives in Chakur then Mason lives in India or If Mason lives in Maharashtra then Mason lives in India,5
If Mason lives in Chakur then Mason lives in Asia or If Mason lives in Maharashtra then Mason lives in Asia,5
If Hannah lives in Chalisgaon then Hannah lives in Maharashtra,1
If Hannah lives in Chalisgaon then Hannah lives in India,1
If Hannah lives in Chalisgaon then Hannah lives in Asia,1
If Hannah lives in Maharashtra then Hannah lives in India,1
If Hannah lives in Maharashtra then Hannah lives in Asia,1
If Hannah lives in India then Hannah lives in Asia,1
If Hannah lives in Chalisgaon then Hannah lives in Maharashtra and If Hannah lives in Chalisgaon then Hannah lives in India,2
If Hannah lives in Chalisgaon then Hannah lives in Maharashtra or If Hannah lives in Chalisgaon then Hannah lives in India,3
If Hannah lives in Chalisgaon then Hannah lives in India and If Hannah lives in Maharashtra then Hannah lives in India,4
If Hannah lives in Chalisgaon then Hannah lives in Asia and If Hannah lives in Maharashtra then Hannah lives in Asia,4
If Hannah lives in Chalisgaon then Hannah lives in India or If Hannah lives in Maharashtra then Hannah lives in India,5
If Hannah lives in Chalisgaon then Hannah lives in Asia or If Hannah lives in Maharashtra then Hannah lives in Asia,5
If Rachel lives in Chanda then Rachel lives in Maharashtra,1
If Rachel lives in Chanda then Rachel lives in India,1
If Rachel lives in Chanda then Rachel lives in Asia,1
If Rachel lives in Maharashtra then Rachel lives in India,1
If Rachel lives in Maharashtra then Rachel lives in Asia,1
If Rachel lives in India then Rachel lives in Asia,1
If Rachel lives in Chanda then Rachel lives in Maharashtra and If Rachel lives in Chanda then Rachel lives in India,2
If Rachel lives in Chanda then Rachel lives in Maharashtra or If Rachel lives in Chanda then Rachel lives in India,3
If Rachel lives in Chanda then Rachel lives in India and If Rachel lives in Maharashtra then Rachel lives in India,4
If Rachel lives in Chanda then Rachel lives in Asia and If Rachel lives in Maharashtra then Rachel lives in Asia,4
If Rachel lives in Chanda then Rachel lives in India or If Rachel lives in Maharashtra then Rachel lives in India,5
If Rachel lives in Chanda then Rachel lives in Asia or If Rachel lives in Maharashtra then Rachel lives in Asia,5
If Alice lives in Chandgad then Alice lives in Maharashtra,1
If Alice lives in Chandgad then Alice lives in India,1
If Alice lives in Chandgad then Alice lives in Asia,1
If Alice lives in Maharashtra then Alice lives in India,1
If Alice lives in Maharashtra then Alice lives in Asia,1
If Alice lives in India then Alice lives in Asia,1
If Alice lives in Chandgad then Alice lives in Maharashtra and If Alice lives in Chandgad then Alice lives in India,2
If Alice lives in Chandgad then Alice lives in Maharashtra or If Alice lives in Chandgad then Alice lives in India,3
If Alice lives in Chandgad then Alice lives in India and If Alice lives in Maharashtra then Alice lives in India,4
If Alice lives in Chandgad then Alice lives in Asia and If Alice lives in Maharashtra then Alice lives in Asia,4
If Alice lives in Chandgad then Alice lives in India or If Alice lives in Maharashtra then Alice lives in India,5
If Alice lives in Chandgad then Alice lives in Asia or If Alice lives in Maharashtra then Alice lives in Asia,5
If Yara lives in Chandor then Yara lives in Maharashtra,1
If Yara lives in Chandor then Yara lives in India,1
If Yara lives in Chandor then Yara lives in Asia,1
If Yara lives in Maharashtra then Yara lives in India,1
If Yara lives in Maharashtra then Yara lives in Asia,1
If Yara lives in India then Yara lives in Asia,1
If Yara lives in Chandor then Yara lives in Maharashtra and If Yara lives in Chandor then Yara lives in India,2
If Yara lives in Chandor then Yara lives in Maharashtra or If Yara lives in Chandor then Yara lives in India,3
If Yara lives in Chandor then Yara lives in India and If Yara lives in Maharashtra then Yara lives in India,4
If Yara lives in Chandor then Yara lives in Asia and If Yara lives in Maharashtra then Yara lives in Asia,4
If Yara lives in Chandor then Yara lives in India or If Yara lives in Maharashtra then Yara lives in India,5
If Yara lives in Chandor then Yara lives in Asia or If Yara lives in Maharashtra then Yara lives in Asia,5
If Bob lives in Chandrapur then Bob lives in Maharashtra,1
If Bob lives in Chandrapur then Bob lives in India,1
If Bob lives in Chandrapur then Bob lives in Asia,1
If Bob lives in Maharashtra then Bob lives in India,1
If Bob lives in Maharashtra then Bob lives in Asia,1
If Bob lives in India then Bob lives in Asia,1
If Bob lives in Chandrapur then Bob lives in Maharashtra and If Bob lives in Chandrapur then Bob lives in India,2
If Bob lives in Chandrapur then Bob lives in Maharashtra or If Bob lives in Chandrapur then Bob lives in India,3
If Bob lives in Chandrapur then Bob lives in India and If Bob lives in Maharashtra then Bob lives in India,4
If Bob lives in Chandrapur then Bob lives in Asia and If Bob lives in Maharashtra then Bob lives in Asia,4
If Bob lives in Chandrapur then Bob lives in India or If Bob lives in Maharashtra then Bob lives in India,5
If Bob lives in Chandrapur then Bob lives in Asia or If Bob lives in Maharashtra then Bob lives in Asia,5
If Ethan lives in Chandur then Ethan lives in Maharashtra,1
If Ethan lives in Chandur then Ethan lives in India,1
If Ethan lives in Chandur then Ethan lives in Asia,1
If Ethan lives in Maharashtra then Ethan lives in India,1
If Ethan lives in Maharashtra then Ethan lives in Asia,1
If Ethan lives in India then Ethan lives in Asia,1
If Ethan lives in Chandur then Ethan lives in Maharashtra and If Ethan lives in Chandur then Ethan lives in India,2
If Ethan lives in Chandur then Ethan lives in Maharashtra or If Ethan lives in Chandur then Ethan lives in India,3
If Ethan lives in Chandur then Ethan lives in India and If Ethan lives in Maharashtra then Ethan lives in India,4
If Ethan lives in Chandur then Ethan lives in Asia and If Ethan lives in Maharashtra then Ethan lives in Asia,4
If Ethan lives in Chandur then Ethan lives in India or If Ethan lives in Maharashtra then Ethan lives in India,5
If Ethan lives in Chandur then Ethan lives in Asia or If Ethan lives in Maharashtra then Ethan lives in Asia,5
If Ethan lives in Chandur Bazar then Ethan lives in Maharashtra,1
If Ethan lives in Chandur Bazar then Ethan lives in India,1
If Ethan lives in Chandur Bazar then Ethan lives in Asia,1
If Ethan lives in Maharashtra then Ethan lives in India,1
If Ethan lives in Maharashtra then Ethan lives in Asia,1
If Ethan lives in India then Ethan lives in Asia,1
If Ethan lives in Chandur Bazar then Ethan lives in Maharashtra and If Ethan lives in Chandur Bazar then Ethan lives in India,2
If Ethan lives in Chandur Bazar then Ethan lives in Maharashtra or If Ethan lives in Chandur Bazar then Ethan lives in India,3
If Ethan lives in Chandur Bazar then Ethan lives in India and If Ethan lives in Maharashtra then Ethan lives in India,4
If Ethan lives in Chandur Bazar then Ethan lives in Asia and If Ethan lives in Maharashtra then Ethan lives in Asia,4
If Ethan lives in Chandur Bazar then Ethan lives in India or If Ethan lives in Maharashtra then Ethan lives in India,5
